título	id	precio	estado	disponibilidad	canal	etiqueta de feed	idioma	categoría en google product	checkout link template	color	coste de bienes vendidos	descripción	diseño	edad	enlace	enlace imagen	enlace imagen adicional	envío(país envío)	existe identificador	gtin	identificador de grupo	marca	merchant item id	modification info(modification source:modifier)	mpn	peso de embarque	product detail(attribute name:attribute value:section name)	rating average	rating count	sell on google quantity	sexo	sku	tipo producto	todos los clics
Thule Door Frame Lock | Pack 3 Bloqueadores de Puerta	shopify_ES_7516135915682_42203197440162	172.60 EUR		en stock	online	ES	es	8303				"El Pack 3 bloqueadores de puerta Thule Door Frame Lock de alta seguridad para vehículos es una solución diseñada para mejorar la protección de caravanas, autocaravanas y furgonetas. Además, ofrece un cierre firme y sencillo desde el primer uso. La cerradura puede instalarse incluso cuando no hay espacio dentro del vehículo para una placa de montaje estándar. Gracias a su sistema deslizante, solo tienes que moverlo hacia la izquierda o hacia la derecha para asegurar la puerta de forma rápida. Otra ventaja importante es su versatilidad. El sistema funciona en puertas que abren hacia la izquierda o hacia la derecha, lo que facilita su uso en distintos tipos de vehículos. Para instalarlo solo se necesita un espacio de 5 mm entre la puerta y el marco, por lo que se adapta a muchos modelos. Los bloqueadores están fabricados en aluminio sólido con recubrimiento de polvo. Este material aporta resistencia y una vida útil prolongada. Además, soporta bien el uso diario y las condiciones del exterior. Características principales Sistema deslizante fácil de usar. Compatible con puertas que abren hacia cualquier lado. Requiere solo 5 mm de espacio para su instalación. Fabricado en aluminio sólido con recubrimiento de polvo. Peso total: 0,840 kg. En resumen, este Pack 3 bloqueadores de puerta Thule Door Frame Lock ofrece protección fiable y mejora la seguridad del vehículo durante viajes o estacionamientos."			https://evacaravan.com/products/pack-3-bloqueadores-puerta-thule-door-frame-lock?variant=42203197440162&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	https://cdn.shopify.com/s/files/1/0611/9063/5682/files/thule-door-frame-lock-pack-3-bloqueadores-puerta.jpg?v=1764322218	https://cdn.shopify.com/s/files/1/0611/9063/5682/files/thule-door-frame-lock-bloqueador-puerta-blanco-con-llaves.jpg?v=1764322238,https://cdn.shopify.com/s/files/1/0611/9063/5682/files/thule-door-frame-lock-bloqueador-puerta-blanco-lateral.jpg?v=1764322262,https://cdn.shopify.com/s/files/1/0611/9063/5682/files/thule-door-frame-lock-bloqueador-puerta-blanco-frontal..jpg?v=1764322284		sí	5415182019200		Thule	gid://shopify/ProductVariant/42203197440162	third party shopify:third party syncing		0 kg						15939159	Cerraduras	0
Milenco WS3000 | Antirrobo Estabilizador Caravana	shopify_ES_9223526154582_48995534831958	127.55 EUR	nuevo		En tienda	ES	es								https://evacaravan.com/products/milenco-antirrobo-estabilizador-ws3000?variant=48995534831958&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic					5060101832851														0
"Milenco Spiegelschutz für lange Arme (2er-Set, Weiß)"	13528304727607092749	90.37 EUR	nuevo	en stock	online	AT	de		https://evacaravan.com/de-at/cart/add?id=51722441916758&quantity=1			Schützen Sie Ihre Rückspiegel mit den Milenco-Spiegelschutzbügeln mit langem Arm – ideal für Wohnmobile und Transporter. Schnelle und sichere Montage!			https://evacaravan.com/de-at/products/protectores-retrovisores-milenco-brazo-largo-blanco	https://evacaravan.com/cdn/shop/files/milenco-protectores-retrovisores-brazo-largo-blanco-instalado.jpg?v=1764328669		AT		05060101834268	9927347306838	Milenco												0
ALKO AKS 3004 Stabilisator-Kit + Diebstahlsicherung	aks3004-ks	389.00 EUR	nuevo	en stock	online	DE	de		https://evacaravan.com/de-de/cart/add?id=42203546845346&quantity=1			AL-KO AKS 3004 Stabilisator-Set mit Diebstahlsicherung. Mehr Sicherheit und Kontrolle für Anhänger und Wohnwagen. Schützen Sie Ihre Reise mit diesem Komplettset!	Solid		https://evacaravan.com/de-de/products/stabilisator-kit-alko-aks-3004-mit-diebstahlsicherung	https://evacaravan.com/cdn/shop/files/kit-estabilizador-al-ko-aks-3004-cierre-antirrobo-1.jpg?v=1764250751		DE		04003718042283	7516370829474	AL-KO						5	3					0
CTEK PRO25S 12V 25A – Cargador Profesional y Fuente	shopify_ES_9230551548246_49023491113302	317.70 EUR	nuevo		En tienda	ES	es								https://evacaravan.com/products/cargador-bateria-ctek-pro-25s?variant=49023491113302&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic																			0
Antenne TV Terrestre Omnidirectionnelle Tonna Compact	6309278068384236293	110.38 EUR	nuevo	en stock	online	BE	fr		https://evacaravan.com/fr-be/cart/add?id=42200066621602&quantity=1			"L'antenne TV terrestre Tonna Compact offre une excellente réception, installation facile et taille réduite. Idéale pour caravanes et camping-cars."			https://evacaravan.com/fr-be/products/antenne-tv-terrestre-omnidirectionnelle-tonna-compact	https://evacaravan.com/cdn/shop/files/Antena_TV_terrestre_omnidireccional_Tonna_Compacta.jpg?v=1764066252		BE		03431042636105	7515145142434	Tonna												0
Onduleur DCU 12V Onde Modifiée 300w	9766728525152829666	57.31 EUR	nuevo	agotado	online	BE	fr		https://evacaravan.com/fr-be/cart/add?id=42294874046626&quantity=1			"Onduleur 12V onde modifiée 300W convertit l'énergie des batteries en courant alternatif. Idéal pour petits appareils en caravanes, voitures ou camping."			https://evacaravan.com/fr-be/products/inversor-12v-onda-modificada-300w	https://evacaravan.com/cdn/shop/files/inversor-dcu-12v-onda-modificada-300w-1.jpg?v=1764240539		BE			7550943264930	DCU Tecnologic												0
Thetford Aqua Spülspray	10340337595239608642	10.81 EUR	nuevo	agotado	online	AT	de		https://evacaravan.com/de-at/cart/add?id=52051645890902&quantity=1			Mit Thetford Aqua Rinse Spray bleibt Ihre Toilette blitzsauber. Die anwendungsfreundliche Formel sorgt für sofortige Hygiene und einen langanhaltenden Duft.	Solid		https://evacaravan.com/de-at/products/thetford-aqua-rinse-spray	https://evacaravan.com/cdn/shop/files/thetford-aqua-rinse-spray-botella-frontal.jpg?v=1765297463		AT		08710315995787	10025235710294	Thetford												0
Claraboya Fiamma Vent 50 Blanca: Ventilación y Estilo	shopify_ES_7518098653346_42207411306658	129.60 EUR		en stock	online	ES	es	8233				"Descubre la Claraboya Fiamma Vent 50 Blanca, ideal para ventilación permanente y protección UV. ¡Mejora tu espacio ahora!"			https://evacaravan.com/products/claraboya-fiamma-vent-50?variant=42207411306658&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	https://cdn.shopify.com/s/files/1/0611/9063/5682/files/fiamma-vent-50-blanca-tapa-abierta-logo.jpg?v=1764157697	https://cdn.shopify.com/s/files/1/0611/9063/5682/files/fiamma-vent-50-blanca-vista-interior-rejilla.jpg?v=1764157697,https://cdn.shopify.com/s/files/1/0611/9063/5682/files/fiamma-vent-50-blanca-dimensiones-instalacion.jpg?v=1764157697		sí	8004815236250		Fiamma	gid://shopify/ProductVariant/42207411306658	third party shopify:third party syncing		0 kg						931472	Claraboyas	4
Claraboya TF-40 40x40 cm Blanca con Mosquitera Universal	shopify_ES_9230540013910_49023468699990	53.65 EUR	nuevo		En tienda	ES	es								https://evacaravan.com/products/tf-40?variant=49023468699990&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic					3613750002582														0
Calzos Fiamma Jumbo Level System para autocaravana	shopify_ES_9224668938582_49001219064150	68.07 EUR	nuevo		En tienda	ES	es								https://evacaravan.com/products/calzos-fiamma-jumbo-level-system?variant=49001219064150&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic																			0
Dometic Belüfter GY20	911658	57.13 EUR	nuevo	en stock	online	ES	de		https://evacaravan.com/de/cart/add?id=49001960898902&quantity=1			Verbessern Sie die Luftqualität in Ihrem Wohnwagen mit dem Dometic GY20 Luftentlüftungsgerät. Dank seines effizienten Designs werden Gerüche und Feuchtigkeit auf natürliche Weise beseitigt.			https://evacaravan.com/de/products/dometic-beluefter-gy20	https://evacaravan.com/cdn/shop/files/dometic-ventilador-seta-gy20-vista-inferior-salida-aire.jpg?v=1765534729		ES		00240958049939	9224977744214	Dometic												0
AL-KO Diebstahlsicherung 160/300 Ø50mm	2937697667870168622	68.90 EUR	nuevo	en stock	online	AT	de		https://evacaravan.com/de-at/cart/add?id=48995654828374&quantity=1			Schützen Sie Ihren Wohnwagen oder Anhänger mit dem AL-KO Safety 160/300 Diebstahlsicherungsschloss: Es verhindert unbefugtes An- und Abkuppeln und erschwert den Diebstahl der Anhängerkupplung.			https://evacaravan.com/de-at/products/al-ko-diebstahlsicherung-160-300-oe50mm	https://evacaravan.com/cdn/shop/files/al-ko-safety-compact-antirrobo-enganche-remolque-angulo.jpg?v=1765802029		AT		04003718028249	9223546077526	AL-KO												0
Réservoir de remplacement pour Truma Therme	13590301967733687961	97.10 EUR	nuevo	en stock	online	BE	fr		https://evacaravan.com/fr-be/cart/add?id=51722209952086&quantity=1			Remplacez le réservoir original de votre système Truma avec la pièce Truma Therme. Assure un fonctionnement stable.			https://evacaravan.com/fr-be/products/repuesto-truma-therme-para-termosifon	https://evacaravan.com/cdn/shop/files/truma-therme-contenedor-vista-inclinada.jpg?v=1765466311	https://evacaravan.com/cdn/shop/files/truma-therme-contenedor-vista-inclinada_1200x1200.jpg?v=1765466311	BE		04052816012643	9927277773142	Truma												0
Cerradura Daken Noval Simple para furgoneta | Eva Caravan Individual	shopify_ES_10291383009622_52928534872406	130.00 EUR	nuevo		En tienda	ES	es								https://evacaravan.com/products/daken-noval-simple-cerradura-furgoneta?variant=52928534872406&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic					8056446670002														0
Cerradura Daken Blackstone Slam para furgoneta | Eva Caravan Individual	shopify_ES_10291361972566_52928423461206	145.00 EUR	nuevo		En tienda	ES	es								https://evacaravan.com/products/daken-blackstone-slam-cerradura-furgoneta?variant=52928423461206&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic					8056446670910														0
Thetford Duplex Oven-Grill 36 L	duplex36	507.00 EUR	nuevo	agotado	online	ES	en		https://evacaravan.com/en/cart/add?id=51837038166358&quantity=1			"Cook like you're at home while traveling with the Thetford Duplex 36L oven-grill, designed for motorhomes and campervans. Discover it now!"			https://evacaravan.com/en/products/thetford-duplex-36-l-oven-grill	https://evacaravan.com/cdn/shop/files/thetford-duplex-36l-horno-grill-frontal.jpg?v=1764234988		ES		05060252080866	9958828015958	Thetford						5	1					0
Thetford Fresh-up C200: Renueva Tu Sanitario Fácilmente	shopify_ES_7528530608290_42234609467554	168.18 EUR		en stock	online	ES	es	503009				Renueva tu inodoro con depósito y asiento nuevos con el Thetford Fresh-up C200 para lograr una higiene óptima y mayor comodidad en cada viaje.			https://evacaravan.com/products/thetford-fresh-up-c200?variant=42234609467554&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	https://cdn.shopify.com/s/files/1/0611/9063/5682/files/kit-thetford-fresh-up-c200-1.jpg?v=1764253340	https://cdn.shopify.com/s/files/1/0611/9063/5682/files/kit-thetford-fresh-up-c200-caja.jpg?v=1764253364,https://cdn.shopify.com/s/files/1/0611/9063/5682/files/kit-thetford-fresh-up-c200-deposito-frontal.jpg?v=1764253390,https://cdn.shopify.com/s/files/1/0611/9063/5682/files/kit-thetford-fresh-up-c200-deposito-trasero.jpg?v=1764253419,https://cdn.shopify.com/s/files/1/0611/9063/5682/files/kit-thetford-fresh-up-c200-deposito-asa-extendida.jpg?v=1764253446,https://cdn.shopify.com/s/files/1/0611/9063/5682/files/kit-thetford-fresh-up-c200-deposito-lateral.jpg?v=1764253476		sí	8710315026566		Thetford	gid://shopify/ProductVariant/42234609467554	third party shopify:third party syncing		0 kg						15937544	Depósitos de aguas grises	0
"Thule Elektrischer Tritthocker, einstufig, 550 mm"	931210	353.26 EUR	nuevo	en stock	online	DE	de		https://evacaravan.com/de-de/cart/add?id=42207132352674&quantity=1			Die elektrische Trittstufe Thule (550 mm) bietet sicheren und bequemen Zugang für Wohnwagen und Wohnmobile. Robuste Konstruktion und zuverlässiger Betrieb.			https://evacaravan.com/de-de/products/thule-elektrischer-tritthocker-einstufig-550-mm	https://evacaravan.com/cdn/shop/files/escalon-electrico-thule-peldano-simple-550mm-autocaravana.jpg?v=1764167600		DE		05415182044431	7518033805474	Thule												0
Chargeur Victron Orion-Tr 24/12V 30A Bluetooth	nt-1301	251.52 EUR	nuevo	en stock	online	FR	fr		https://evacaravan.com/fr-fr/cart/add?id=51750828343638&quantity=1			Le chargeur CC-CC intelligent Victron Orion-Tr 24/12V 30A Bluetooth maintient vos batteries chargées avec précision et contrôle depuis votre téléphone.			https://evacaravan.com/fr-fr/collections/productos-victron-energy/products/cargador-cc-cc-inteligente-victron-energy-orion-tr-24-12v-30a-bluetooth	https://evacaravan.com/cdn/shop/files/cargador-victron-orion-tr-24-12-30a-bluetooth-frontal.jpg?v=1764073194	https://evacaravan.com/cdn/shop/files/cargador-victron-orion-tr-24-12-30a-bluetooth-frontal_1200x1200.jpg?v=1764073194	FR		08719076047711	9934229799254	Victron Energy												0
Fiamma Roll Tank 23 con Ruedas y Asa Ergonómica	shopify_ES_9927303070038_51722313793878	65.75 EUR	nuevo		En tienda	ES	es								https://evacaravan.com/products/fiamma-roll-tank-23-deposito-agua-potable?variant=51722313793878&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic					8004815025113														0
"Chargeur CC-CC intelligent Victron Energy Orion-Tr 24/12 volts, 30 ampères et 360 watts, non isolé (Bluetooth)"	15411120688835127263	215.78 EUR	nuevo	en stock	online	BE	fr		https://evacaravan.com/fr-be/cart/add?id=51750773490006&quantity=1			"Le chargeur Victron Orion-Tr 24/12V 30A non isolé Bluetooth convertit l'énergie de 24 V à 12 V de manière sûre et efficace. Grâce à sa technologie intelligente, il permet de contrôler la charge depuis l'application VictronConnect, sans besoin de câbles. De plus, son design compact le rend idéal pour les camping-cars, l"			https://evacaravan.com/fr-be/products/cargador-victron-orion-tr-24-12v-30a-no-aislado	https://evacaravan.com/cdn/shop/files/victron-orion-tr-smart-24-12-30-cargador-dc-dc-frontal.jpg?v=1764069491	https://evacaravan.com/cdn/shop/files/victron-orion-tr-smart-24-12-30-cargador-dc-dc-frontal_1200x1200.jpg?v=1764069491	BE		08719076048978	9934220099926	Victron Energy												0
Fiamma Safe Türsicherheitsschloss	15939239	57.50 EUR	nuevo	en stock	online	ES	de		https://evacaravan.com/de/cart/add?id=42203292434594&quantity=1			"Das Fiamma Safe-Türschloss erhöht die Sicherheit Ihres Wohnwagens oder Wohnmobils. Es ist aus robustem Aluminium gefertigt, einfach zu montieren und äußerst langlebig."			https://evacaravan.com/de/products/tuersicherheitsschloss-fiamma-safe-door	https://evacaravan.com/cdn/shop/files/fiamma-safe-door-cerradura-plata-frontal.jpg?v=1764074028		ES		08004815386351	7516194177186	Fiamma						5	1					0
Truma Electric Water Heater Kit 14 L + Water Connection Set	a0004198	634.00 EUR	nuevo	agotado	online	ES	en		https://evacaravan.com/en/cart/add?id=51774468063574&quantity=1			"The Truma kit, consisting of the 14L electric water heater and water connection set , is the ideal solution for installing a reliable hot water system in your caravan, motorhome, or campervan. This package includes both essential components to guarantee a hot water supply and a clean, efficient installation that meets"			https://evacaravan.com/en/products/kit-truma-calentador-electrico-14-l-set-conexion-agua	https://evacaravan.com/cdn/shop/files/kit-truma-calentador-electrico-14l-boiler-caravana-autocaravana.jpg?v=1774440473	https://evacaravan.com/cdn/shop/files/kit-truma-calentador-electrico-14l-boiler-caravana-autocaravana_1024x1024.jpg?v=1774440473	ES			9942124691798	Truma												0
"Milenco Long Arm Mirror Protectors (Set of 2, White)"	4268	90.37 EUR	nuevo	en stock	online	ES	en		https://evacaravan.com/en/cart/add?id=51722441916758&quantity=1			"Protect your rearview mirrors with Milenco long-arm mirror protectors, perfect for motorhomes and vans. Quick and secure installation!"			https://evacaravan.com/en/products/milenco-long-arm-mirror-protectors-white	https://evacaravan.com/cdn/shop/files/milenco-protectores-retrovisores-brazo-largo-blanco-instalado.jpg?v=1764328669		ES		05060101834268	9927347306838	Milenco												0
Serrure de sécurité Meroni UFO+ PLUS pour véhicules commerciaux - Juego de 3 Cerraduras	8717298205014_8086h3332b	450.00 EUR	nuevo	en stock	online	FR	fr		https://evacaravan.com/fr-fr/cart/add?id=47662540849494&quantity=1			"La serrure Meroni UFO Plus offre une sécurité maximale pour véhicules commerciaux. Design antivol en acier inoxydable, robuste, fiable et facile à installer."			https://evacaravan.com/fr-fr/products/cerradura-meroni-ufo-plus?variant=47662540849494	https://evacaravan.com/cdn/shop/files/meroni-ufo-plus-vista-frontal.jpg?v=1764075069		FR		08003601632351	8717298205014	MERONI												0
Thetford Duo Tank Cleaner Concentrado: Adiós Malos Olores	shopify_ES_10025216803158_52051576619350	15.33 EUR		agotado	online	ES	es	4981				Mantén tus depósitos de aguas grises y negras impecables con Thetford Duo Tank Cleaner Concentrado. ¡Limpieza profunda y duradera en un solo paso!			https://evacaravan.com/products/thetford-duo-tank-cleaner-concentrado?variant=52051576619350&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	https://cdn.shopify.com/s/files/1/0611/9063/5682/files/thetford-duo-tank-cleaner-concentrado-botella.jpg?v=1765295998	https://cdn.shopify.com/s/files/1/0611/9063/5682/files/logo-thetford-oficial.jpg?v=1765295264		sí	8710315995497		Thetford	gid://shopify/ProductVariant/52051576619350	third party shopify:third party syncing		0 kg				0		DUOTANKCLEANER	Químicos WC	0
Nano Cafetera Espresso | Cafetera Portátil USB-C	shopify_ES_10035457720662_52087546020182	115.90 EUR	nuevo		En tienda	ES	es								https://evacaravan.com/products/nano-cafetera-espresso-portatil-verde-bosque?variant=52087546020182&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic					1240000016420														0
